Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
16-Mar-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.02,7.6,7.04,7.46,-0.42,5.63%,"17,500",-
16-Mar-22,BOC,BOC Kenya Plc,61,98,85,85,85,85,-,-,100,-
16-Mar-22,BAT,British American Tobacco Kenya Plc,420,512,490,490,490,489.25,0.75,0.15%,100,-
16-Mar-22,CARB,Carbacid Investments Plc,10,13.5,10.9,11.5,11.15,10.9,0.25,2.29%,"7,200",-
16-Mar-22,EABL,East African Breweries Ltd,143.5,194,149.75,150,150,150,-,-,"10,800",-
16-Mar-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.26,1.26,1.26,1.26,-,-,-,-
16-Mar-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
16-Mar-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
16-Mar-22,UNGA,Unga Group Ltd,26.1,36.4,27,27,27,27,-,-,-,-
16-Mar-22,SCOM,Safaricom Plc,33.25,45.25,34.9,35.5,35.4,35.65,-0.25,0.70%,"5,152,100",-
16-Mar-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.5,6,5.62,5.84,-0.22,3.77%,"4,400",-
16-Mar-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,035.00","2,035.00","2,035.00","2,035.00",-,-,-,-
17-Mar-22,EGAD,Eaagads Ltd,10,15,12.6,12.65,12.6,13.5,-0.9,6.67%,700,-
17-Mar-22,KUKZ,Kakuzi Plc,355,427,415,415,415,415,-,-,-,-
17-Mar-22,KAPC,Kapchorua Tea Kenya Plc,80,101,98,98,98,98,-,-,-,-
17-Mar-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
17-Mar-22,SASN,Sasini Plc,16.75,22.6,17.9,19.7,18.45,19.7,-1.25,6.35%,"2,200",-
17-Mar-22,WTK,Williamson Tea Kenya Plc,125,154.75,135,135,135,130,5,3.85%,200,-
17-Mar-22,CGEN,Car and General (K) Ltd,10,70,66.5,66.5,66.5,68.5,-2,2.92%,100,33.25
17-Mar-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.1,12.5,12.3,12.2,0.1,0.82%,"2,380,300",-
17-Mar-22,BKG,BK Group Plc,24.3,40,27,27,27,27,-,-,-,-
17-Mar-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,13,13.1,13.05,12.95,0.1,0.77%,"89,900",-
17-Mar-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,55.75,56,56,57,-1,1.75%,700,-
17-Mar-22,EQTY,Equity Group Holdings Plc,39,55,51.5,52,51.75,52.75,-1,1.90%,"140,900",-
17-Mar-22,HFCK,HF Group Ltd,2.8,5.2,3.11,3.5,3.32,3.45,-0.13,3.77%,"37,600",-
17-Mar-22,IMH,I & M Holdings Plc,18,26,20.8,21,20.95,20.9,0.05,0.24%,"28,200",-
17-Mar-22,KCB,KCB Group Plc,37,50.75,44.25,45,44.6,45.05,-0.45,1.00%,"559,900",-
17-Mar-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
17-Mar-22,NCBA,NCBA Group Plc,23,29,24.5,25,24.55,24.5,0.05,0.20%,"21,800",-
17-Mar-22,SBIC,Stanbic Holdings Plc,78,106,99,100,100,99.5,0.5,0.50%,"300,100",-
17-Mar-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,138,140,139,139.75,-0.75,0.54%,"163,800",-
17-Mar-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
17-Mar-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.86,0.9,0.9,0.93,-0.03,3.23%,"14,300",-
17-Mar-22,XPRS,Express Kenya Plc,3.16,4.9,3.8,4,3.92,3.95,-0.03,0.76%,"4,800",-
17-Mar-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
17-Mar-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
17-Mar-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.6,3.8,3.61,3.68,-0.07,1.90%,"7,400",-
17-Mar-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.4,4.85,4.77,4.44,0.33,7.43%,"7,500",-
17-Mar-22,NMG,Nation Media Group Plc,14.2,26.5,20.4,20.95,20.8,19.15,1.65,8.62%,"4,100",-
17-Mar-22,SMER,Sameer Africa Plc,2.18,4,2.45,2.45,2.45,2.4,0.05,2.08%,"2,400",-
17-Mar-22,SGL,Standard Group Plc,11.9,20,11.9,11.9,11.9,11.9,-,-,-,-
17-Mar-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,11.65,12.7,12.55,11.6,0.95,8.19%,700,-
17-Mar-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.21,0.22,0.22,0.21,0.01,4.76%,"10,800",-
17-Mar-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4,4.25,4.1,4.14,-0.04,0.97%,"52,900",-
17-Mar-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
17-Mar-22,BAMB,Bamburi Cement Ltd,33,42,36,37,36.15,37,-0.85,2.30%,"6,700",-
17-Mar-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,36,36,36,36,-,-,"1,000",-
17-Mar-22,CABL,East African Cables Ltd,0.9,1.62,1.1,1.21,1.19,1.14,0.05,4.39%,"10,700",-
17-Mar-22,PORT,East African Portland Cement Ltd,6,9.54,6.3,6.3,6.3,6.3,-,-,500,-
17-Mar-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.61,3.74,3.7,3.7,-,-,"748,900",-
17-Mar-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
17-Mar-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
17-Mar-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.5,1.56,1.55,1.55,-,-,"122,700",-
17-Mar-22,TOTL,Total Kenya Ltd,22.05,27.5,23.2,23.75,23.4,23.5,-0.1,0.43%,300,-
17-Mar-22,UMME,Umeme Ltd,5.4,8.48,6.7,6.7,6.7,6.7,-,-,400,-
17-Mar-22,BRIT,Britam Holdings Plc,6,8.78,6.84,7.1,6.9,7,-0.1,1.43%,"55,900",-
17-Mar-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.07,2.15,2.09,2.09,-,-,"119,300",-
17-Mar-22,JUB,Jubilee Holdings Ltd,248,392,273,275.75,275.25,275,0.25,0.09%,900,-
17-Mar-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.26,2.28,2.28,2.3,-0.02,0.87%,"57,400",-
17-Mar-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,6.5,6.5,6.5,6.36,0.14,2.20%,"22,700",-
17-Mar-22,SLAM,Sanlam Kenya Plc,9,15,11,11,11,11.55,-0.55,4.76%,300,-
17-Mar-22,CTUM,Centum Investment Company Plc,11.6,18,13,13.1,13,13.1,-0.1,0.76%,"32,000",-
17-Mar-22,HAFR,Home Afrika Ltd,0.3,0.47,0.36,0.37,0.37,0.37,-,-,"2,900",-
17-Mar-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
17-Mar-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,2.1,2.1,2.1,2,0.1,5.00%,"8,000",-
17-Mar-22,TCL,Trans-Century Plc,1,1.66,1.02,1.09,1.04,1.03,0.01,0.97%,300,-
17-Mar-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,6.9,7.6,7,7.04,-0.04,0.57%,"65,500",-
17-Mar-22,BOC,BOC Kenya Plc,61,98,85,85,85,85,-,-,-,-
17-Mar-22,BAT,British American Tobacco Kenya Plc,420,512,485,490,487.5,490,-2.5,0.51%,"2,700",-
17-Mar-22,CARB,Carbacid Investments Plc,10,13.5,11,11.55,11.05,11.15,-0.1,0.90%,"7,900",-
17-Mar-22,EABL,East African Breweries Ltd,143.5,194,148,150,149,150,-1,0.67%,"94,300",-
17-Mar-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.14,1.3,1.18,1.26,-0.08,6.35%,600,-
17-Mar-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
17-Mar-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
17-Mar-22,UNGA,Unga Group Ltd,26.1,36.4,27,27,27,27,-,-,-,-
17-Mar-22,SCOM,Safaricom Plc,33.25,45.25,34.5,35.5,34.95,35.4,-0.45,1.27%,"7,984,300",-
17-Mar-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.8,6,5.82,5.62,0.2,3.56%,700,-
17-Mar-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,035.00","2,035.00","2,035.00","2,035.00",-,-,-,-
18-Mar-22,EGAD,Eaagads Ltd,10,15,12.65,13.5,12.95,12.6,0.35,2.78%,300,-
18-Mar-22,KUKZ,Kakuzi Plc,355,427,415,415,415,415,-,-,-,-
18-Mar-22,KAPC,Kapchorua Tea Kenya Plc,80,101,99.75,99.75,99.75,98,1.75,1.79%,800,-
18-Mar-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
18-Mar-22,SASN,Sasini Plc,16.75,22.6,17.9,17.9,17.9,18.45,-0.55,2.98%,300,-
18-Mar-22,WTK,Williamson Tea Kenya Plc,125,154.75,130,130,130,135,-5,3.70%,100,-
18-Mar-22,CGEN,Car and General (K) Ltd,10,70,73,73,73,66.5,6.5,9.77%,300,36.5
18-Mar-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.15,12.5,12.4,12.3,0.1,0.81%,"412,300",-
18-Mar-22,BKG,BK Group Plc,24.3,40,29,29.6,29.4,27,2.4,8.89%,300,-
18-Mar-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,13,13.6,13.3,13.05,0.25,1.92%,"152,400",-
18-Mar-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,56.5,60,56.5,56,0.5,0.89%,"6,000",-
18-Mar-22,EQTY,Equity Group Holdings Plc,39,55,51.25,52,52,51.75,0.25,0.48%,"282,500",-
18-Mar-22,HFCK,HF Group Ltd,2.8,5.2,3,3.5,3.09,3.32,-0.23,6.93%,"38,500",-
18-Mar-22,IMH,I & M Holdings Plc,18,26,20.65,20.8,20.7,20.95,-0.25,1.19%,"92,500",-
18-Mar-22,KCB,KCB Group Plc,37,50.75,44,45.2,44.6,44.6,-,-,"1,509,700",-
18-Mar-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
18-Mar-22,NCBA,NCBA Group Plc,23,29,24.5,25,24.95,24.55,0.4,1.63%,"9,300",-
18-Mar-22,SBIC,Stanbic Holdings Plc,78,106,100,100,100,100,-,-,-,-
18-Mar-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,139,141,139.75,139,0.75,0.54%,"67,100",-
18-Mar-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
18-Mar-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.86,0.94,0.89,0.9,-0.01,1.11%,"8,800",-
18-Mar-22,XPRS,Express Kenya Plc,3.16,4.9,3.92,3.92,3.92,3.92,-,-,-,-
18-Mar-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
18-Mar-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
18-Mar-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.69,3.7,3.69,3.61,0.08,2.22%,"3,000",-
18-Mar-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.3,4.9,4.6,4.77,-0.17,3.56%,"30,000",-
18-Mar-22,NMG,Nation Media Group Plc,14.2,26.5,20,20.5,20.05,20.8,-0.75,3.61%,"1,600",-
18-Mar-22,SMER,Sameer Africa Plc,2.18,4,2.45,2.45,2.45,2.45,-,-,-,-
18-Mar-22,SGL,Standard Group Plc,11.9,20,11.9,11.9,11.9,11.9,-,-,-,-
18-Mar-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,12.55,12.55,12.55,12.55,-,-,-,-
18-Mar-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.2,0.22,0.22,0.22,-,-,"25,500",-
18-Mar-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4.01,4.1,4.09,4.1,-0.01,0.24%,"14,400",-
18-Mar-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
18-Mar-22,BAMB,Bamburi Cement Ltd,33,42,36,36.5,36,36.15,-0.15,0.41%,"8,900",-
18-Mar-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,36,36.5,36,36,-,-,"6,700",-
18-Mar-22,CABL,East African Cables Ltd,0.9,1.62,1.2,1.21,1.21,1.19,0.02,1.68%,200,-
18-Mar-22,PORT,East African Portland Cement Ltd,6,9.54,6.3,6.3,6.3,6.3,-,-,-,-
18-Mar-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.65,3.7,3.68,3.7,-0.02,0.54%,"128,000",-
18-Mar-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
18-Mar-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
18-Mar-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.53,1.55,1.54,1.55,-0.01,0.65%,"207,400",-
18-Mar-22,TOTL,Total Kenya Ltd,22.05,27.5,23.75,23.75,23.75,23.4,0.35,1.50%,400,-
18-Mar-22,UMME,Umeme Ltd,5.4,8.48,6.7,6.7,6.7,6.7,-,-,-,-
18-Mar-22,BRIT,Britam Holdings Plc,6,8.78,6.84,7,6.88,6.9,-0.02,0.29%,"5,400",-
18-Mar-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2.07,2.1,2.07,2.09,-0.02,0.96%,"355,400",-
18-Mar-22,JUB,Jubilee Holdings Ltd,248,392,275.25,275.25,275.25,275.25,-,-,-,-
18-Mar-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.25,2.3,2.27,2.28,-0.01,0.44%,"73,000",-
18-Mar-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,6.5,6.5,6.5,6.5,-,-,-,-
18-Mar-22,SLAM,Sanlam Kenya Plc,9,15,11,11,11,11,-,-,-,-
18-Mar-22,CTUM,Centum Investment Company Plc,11.6,18,12.5,13,12.75,13,-0.25,1.92%,"8,700",-
18-Mar-22,HAFR,Home Afrika Ltd,0.3,0.47,0.37,0.37,0.37,0.37,-,-,"10,600",-
18-Mar-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
18-Mar-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,2.1,2.1,2.1,2.1,-,-,-,-
18-Mar-22,TCL,Trans-Century Plc,1,1.66,1.05,1.1,1.08,1.04,0.04,3.85%,"3,600",-
18-Mar-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7,7.6,7.12,7,0.12,1.71%,"14,700",-
18-Mar-22,BOC,BOC Kenya Plc,61,98,85,85,85,85,-,-,-,-
18-Mar-22,BAT,British American Tobacco Kenya Plc,420,512,489,490.75,490.25,487.5,2.75,0.56%,"1,300",-
18-Mar-22,CARB,Carbacid Investments Plc,10,13.5,11.2,11.4,11.35,11.05,0.3,2.71%,"3,500",-
18-Mar-22,EABL,East African Breweries Ltd,143.5,194,148.5,152,149.5,149,0.5,0.34%,"38,900",-
18-Mar-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.15,1.28,1.15,1.18,-0.03,2.54%,"10,900",-
18-Mar-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
18-Mar-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
18-Mar-22,UNGA,Unga Group Ltd,26.1,36.4,27,27,27,27,-,-,-,-
18-Mar-22,SCOM,Safaricom Plc,33.25,45.25,34.25,35.4,34.5,34.95,-0.45,1.29%,"2,834,500",-
18-Mar-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.8,5.8,5.8,5.82,-0.02,0.34%,"12,800",-
18-Mar-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,035.00","2,035.00","2,035.00","2,035.00",-,-,-,-
21-Mar-22,EGAD,Eaagads Ltd,10,15,12.95,12.95,12.95,12.95,-,-,-,-
21-Mar-22,KUKZ,Kakuzi Plc,355,427,415,415,415,415,-,-,-,-
21-Mar-22,KAPC,Kapchorua Tea Kenya Plc,80,101,98,98,98,99.75,-1.75,1.75%,100,-
21-Mar-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
21-Mar-22,SASN,Sasini Plc,16.75,22.6,17.9,19.5,19.25,17.9,1.35,7.54%,"1,200",-
21-Mar-22,WTK,Williamson Tea Kenya Plc,125,154.75,130,130,130,130,-,-,300,-
21-Mar-22,CGEN,Car and General (K) Ltd,10,70,66.75,76,70,73,-3,4.11%,"1,300",35
21-Mar-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.3,12.95,12.55,12.4,0.15,1.21%,"108,100",-
21-Mar-22,BKG,BK Group Plc,24.3,40,27.5,27.5,27.5,29.4,-1.9,6.46%,100,-
21-Mar-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.9,14,13.2,13.3,-0.1,0.75%,"201,600",-
21-Mar-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,57,60,57.5,56.5,1,1.77%,"10,800",-
21-Mar-22,EQTY,Equity Group Holdings Plc,39,55,49.75,52.25,51.25,52,-0.75,1.44%,"250,500",-
21-Mar-22,HFCK,HF Group Ltd,2.8,5.2,2.8,3.37,2.91,3.09,-0.18,5.83%,"63,200",-
21-Mar-22,IMH,I & M Holdings Plc,18,26,20.4,21,20.55,20.7,-0.15,0.72%,"17,700",-
21-Mar-22,KCB,KCB Group Plc,37,50.75,44,45,44.35,44.6,-0.25,0.56%,"167,000",-
21-Mar-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
21-Mar-22,NCBA,NCBA Group Plc,23,29,24.5,25.2,24.95,24.95,-,-,"41,700",-
21-Mar-22,SBIC,Stanbic Holdings Plc,78,106,100,100,100,100,-,-,"400,000",-
21-Mar-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,139.5,141,140.5,139.75,0.75,0.54%,"6,900",-
21-Mar-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
21-Mar-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.86,0.9,0.88,0.89,-0.01,1.12%,"11,300",-
21-Mar-22,XPRS,Express Kenya Plc,3.16,4.9,3.92,3.92,3.92,3.92,-,-,400,-
21-Mar-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
21-Mar-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
21-Mar-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.69,3.69,3.69,3.69,-,-,-,-
21-Mar-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.2,5,4.7,4.6,0.1,2.17%,"143,700",-
21-Mar-22,NMG,Nation Media Group Plc,14.2,26.5,20.15,20.7,20.45,20.05,0.4,2.00%,"3,600",-
21-Mar-22,SMER,Sameer Africa Plc,2.18,4,2.4,2.68,2.45,2.45,-,-,"19,000",-
21-Mar-22,SGL,Standard Group Plc,11.9,20,11.9,11.9,11.9,11.9,-,-,-,-
21-Mar-22,TPSE,TPS Eastern Africa (Serena) Ltd,10.5,17,11.65,11.7,11.65,12.55,-0.9,7.17%,"5,800",-
21-Mar-22,UCHM,Uchumi Supermarket Plc,0.17,0.29,0.2,0.22,0.22,0.22,-,-,"7,800",-
21-Mar-22,SCAN,WPP ScanGroup Plc,3.5,6.36,4.1,4.2,4.11,4.09,0.02,0.49%,"22,800",-
21-Mar-22,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
21-Mar-22,BAMB,Bamburi Cement Ltd,33,42,36,36.5,36,36,-,-,"33,500",-
21-Mar-22,CRWN,Crown Paints Kenya Plc,19.05,42.8,36,36,36,36,-,-,-,-
21-Mar-22,CABL,East African Cables Ltd,0.9,1.62,1.1,1.2,1.17,1.21,-0.04,3.31%,"15,600",-
21-Mar-22,PORT,East African Portland Cement Ltd,6,9.54,6.3,6.3,6.3,6.3,-,-,200,-
21-Mar-22,KEGN,Kenya Electricity Generating Company Plc,3.49,5.1,3.6,3.7,3.65,3.68,-0.03,0.82%,"297,000",-
21-Mar-22,KPLC-P4,KPLC-P4,4.1,4.53,4.11,4.11,4.11,4.11,-,-,-,-
21-Mar-22,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
21-Mar-22,KPLC,Kenya Power and Lighting Company Plc,1.29,2.45,1.52,1.56,1.54,1.54,-,-,"154,300",-
21-Mar-22,TOTL,Total Kenya Ltd,22.05,27.5,23.15,23.8,23.55,23.75,-0.2,0.84%,"5,100",-
21-Mar-22,UMME,Umeme Ltd,5.4,8.48,6.12,6.12,6.12,6.7,-0.58,8.66%,300,-
21-Mar-22,BRIT,Britam Holdings Plc,6,8.78,6.84,7,6.88,6.88,-,-,"34,100",-
21-Mar-22,CIC,CIC Insurance Group Ltd,1.94,3.5,2,2.09,2.02,2.07,-0.05,2.42%,"114,500",-
21-Mar-22,JUB,Jubilee Holdings Ltd,248,392,275.75,275.75,275.75,275.25,0.5,0.18%,"1,300",-
21-Mar-22,KNRE,Kenya Re-Insurance Corporation Ltd,2.04,2.8,2.21,2.28,2.25,2.27,-0.02,0.88%,"101,300",-
21-Mar-22,LBTY,Liberty Kenya Holdings Ltd,5.24,10.3,6.36,6.36,6.36,6.5,-0.14,2.15%,200,-
21-Mar-22,SLAM,Sanlam Kenya Plc,9,15,11,11,11,11,-,-,-,-
21-Mar-22,CTUM,Centum Investment Company Plc,11.6,18,12,12.7,12.5,12.75,-0.25,1.96%,"51,900",-
21-Mar-22,HAFR,Home Afrika Ltd,0.3,0.47,0.36,0.37,0.36,0.37,-0.01,2.70%,"35,600",-
21-Mar-22,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
21-Mar-22,OCH,Olympia Capital Holdings Ltd,1.63,2.25,2.1,2.1,2.1,2.1,-,-,200,-
21-Mar-22,TCL,Trans-Century Plc,1,1.66,1.18,1.18,1.18,1.08,0.1,9.26%,"2,700",-
21-Mar-22,NSE,Nairobi Securities Exchange Plc,6.9,10.9,7.1,7.74,7.52,7.12,0.4,5.62%,"9,900",-
21-Mar-22,BOC,BOC Kenya Plc,61,98,85,85,85,85,-,-,-,-
21-Mar-22,BAT,British American Tobacco Kenya Plc,420,512,489.75,490.25,490,490.25,-0.25,0.05%,"1,100",-
21-Mar-22,CARB,Carbacid Investments Plc,10,13.5,11.15,11.5,11.35,11.35,-,-,"3,400",-
21-Mar-22,EABL,East African Breweries Ltd,143.5,194,149.75,150,150,149.5,0.5,0.33%,"275,900",-
21-Mar-22,FTGH,Flame Tree Group Holdings Ltd,1.1,1.45,1.15,1.25,1.21,1.15,0.06,5.22%,"7,700",-
21-Mar-22,ORCH,Kenya Orchards Ltd,10.4,10.4,10.4,10.4,10.4,10.4,-,-,-,-
21-Mar-22,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
21-Mar-22,UNGA,Unga Group Ltd,26.1,36.4,27,27,27,27,-,-,200,-
21-Mar-22,SCOM,Safaricom Plc,33.25,45.25,34.95,35.95,35.5,34.5,1,2.90%,"2,363,700",-
21-Mar-22,FAHR,Stanlib Fahari Income-REIT,5.5,7.48,5.82,6,5.82,5.8,0.02,0.34%,"5,200",-
21-Mar-22,GLD,ABSA NewGold ETF,"1,780.00","2,135.00","2,035.00","2,035.00","2,035.00","2,035.00",-,-,-,-
22-Mar-22,EGAD,Eaagads Ltd,10,15,12.95,12.95,12.95,12.95,-,-,-,-
22-Mar-22,KUKZ,Kakuzi Plc,355,427,415,415,415,415,-,-,-,-
22-Mar-22,KAPC,Kapchorua Tea Kenya Plc,80,101,98,98,98,98,-,-,-,-
22-Mar-22,LIMT,Limuru Tea Plc,260,360,320,320,320,320,-,-,-,-
22-Mar-22,SASN,Sasini Plc,16.75,22.6,17.9,18.5,18.2,19.25,-1.05,5.45%,200,-
22-Mar-22,WTK,Williamson Tea Kenya Plc,125,154.75,135,135,135,130,5,3.85%,200,-
22-Mar-22,CGEN,Car and General (K) Ltd,10,70,76,76,76,70,6,8.57%,100,38
22-Mar-22,ABSA,ABSA Bank Kenya Plc,8.6,12.95,12.35,12.75,12.4,12.55,-0.15,1.20%,"164,100",-
22-Mar-22,BKG,BK Group Plc,24.3,40,29.8,30,29.9,27.5,2.4,8.73%,200,-
22-Mar-22,COOP,Co-operative Bank of Kenya Ltd,11.5,14,12.85,13.3,13.1,13.2,-0.1,0.76%,"112,600",-
22-Mar-22,DTK,Diamond Trust Bank Kenya Ltd,54,69,57,60,57,57.5,-0.5,0.87%,"149,600",-
22-Mar-22,EQTY,Equity Group Holdings Plc,39,55,51.25,52,51.75,51.25,0.5,0.98%,"1,713,200",-
22-Mar-22,HFCK,HF Group Ltd,2.8,5.2,2.8,3.1,3.01,2.91,0.1,3.44%,"5,500",-
22-Mar-22,IMH,I & M Holdings Plc,18,26,20.9,21,20.95,20.55,0.4,1.95%,"10,600",-
22-Mar-22,KCB,KCB Group Plc,37,50.75,43.9,45,44,44.35,-0.35,0.79%,"9,146,800",-
22-Mar-22,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
22-Mar-22,NCBA,NCBA Group Plc,23,29,24.6,25,24.8,24.95,-0.15,0.60%,"14,600",-
22-Mar-22,SBIC,Stanbic Holdings Plc,78,106,102,102,102,100,2,2.00%,500,-
22-Mar-22,SCBK,Standard Chartered Bank Kenya Ltd,123,148.75,140.5,144,141.25,140.5,0.75,0.53%,"186,500",-
22-Mar-22,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
22-Mar-22,EVRD,Eveready East Africa Ltd,0.77,1.27,0.86,0.9,0.88,0.88,-,-,"2,300",-
22-Mar-22,XPRS,Express Kenya Plc,3.16,4.9,3.8,4.3,3.93,3.92,0.01,0.26%,"1,400",-
22-Mar-22,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
22-Mar-22,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
22-Mar-22,LKL,Longhorn Publishers Plc,3.26,4.6,3.6,3.7,3.69,3.69,-,-,"7,900",-
22-Mar-22,NBV,Nairobi Business Ventures Ltd,3.6,13.8,4.7,4.78,4.7,4.7,-,-,"20,700",-
